TF,diff_AS_vs_Control,pvalue,padj
TBX18,0.23972519892525396,3.361339237427849e-08,7.909033499830233e-08
NR0B1,-0.3779789143073673,3.4950929236230376e-08,8.198366117140458e-08
ZNF350,0.5659413615988624,3.7960420222675914e-08,8.876898267456521e-08
NCOA3,-0.5548140672819342,3.913178905685812e-08,9.122748369083488e-08
TFAP2B,0.5646075003548485,4.050052315441932e-08,9.412965626103572e-08
TBX5,0.26628356826650057,4.2300388777959944e-08,9.801309594893157e-08
NR2F6,-0.22778408049497167,4.970301352875664e-08,1.1481547198132232e-07
ARNT,-0.4770439672261657,5.3869651592248504e-08,1.2406344003063292e-07
KDM5D,-0.3848118516199395,5.9223519793322115e-08,1.3598149559796013e-07
NEUROD6,-0.48553971359639636,6.405461661161808e-08,1.4663105007478838e-07
NFATC2,-0.5407091803717445,6.818036327312338e-08,1.5560683509781913e-07
TFDP3,-0.4103679094892222,6.909953022567751e-08,1.572324639865716e-07
NRL,0.30188077961159954,7.2961622221841e-08,1.6552487429432588e-07
PAX2,0.2873517332266565,7.798162701431422e-08,1.7638701348475836e-07
SMARCC1,-0.32923181970991877,8.417590648850182e-08,1.8983290484053824e-07
DAXX,0.4709683489882579,9.679863338817148e-08,2.1765373187872876e-07
ZNF423,0.14137164741339153,1.0243811616785691e-07,2.296547737096497e-07
USF1,0.48999996982541694,1.0813733065560215e-07,2.4171873911252245e-07
ARID3B,-0.3255584404816618,1.1345452445830781e-07,2.528605237193957e-07
HOXD13,0.26505168702869075,1.1892166508897979e-07,2.6427036686439953e-07
PROX1,-0.2470925315598173,1.3663199721029405e-07,3.0274145154467484e-07
FOXJ1,-0.33519010798072074,1.501820985957753e-07,3.317976596883407e-07
SIX3,0.15917334688111562,1.6495719179628942e-07,3.63383958739652e-07
ETV6,0.43536681026316204,1.7913997145895461e-07,3.9348664251099857e-07
ARX,0.3868680713254188,1.917104975075113e-07,4.198846631288432e-07
CHD4,-0.2531200860976036,2.0095737677904617e-07,4.3887243204619283e-07
PIN1,-0.5216508088978243,2.0474086358541798e-07,4.458540295842913e-07
LMX1B,-0.5272806148394373,2.0539260625470605e-07,4.4599537358164746e-07
FGF2,-0.44674609671295495,2.33959658200243e-07,5.06579316900811e-07
SMAD7,-0.5221148401839588,2.4418806916110344e-07,5.272242402342006e-07
TTF1,-0.3574901451145256,3.7184705628404874e-07,8.005772316597083e-07
CEBPA,0.5149040894658705,4.098915199196367e-07,8.799930936127794e-07
BCL11A,-0.4686267068963108,4.255221893162515e-07,9.109770813531018e-07
TEAD4,-0.447318726701858,4.3180927211657625e-07,9.218400191252751e-07
KLF9,0.718448653893708,4.3368594105998805e-07,9.232529837691622e-07
