"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
5.37706668403451,3.84363664649221,15.3345029551097,4.43547024730449e-13,4.65882700766386e-10,20.0603218059909,"COL10A1"
-2.70550737162684,1.77349013870028,-15.3153088557687,4.5470237185834e-13,4.65882700766386e-10,20.0363225012067,"LINC01133"
4.24531509576342,3.4977474337183,15.1986208999572,5.29119469328751e-13,5.12011273153788e-10,19.889794991485,"APLN"
-2.72459840495109,2.01664855921969,-15.0726784231266,6.23845847362263e-13,5.71902472071363e-10,19.7304285061557,"FREM1"
2.44300954957424,1.62791243624699,14.9533133214942,7.30007527862062e-13,6.16445101989213e-10,19.5782050926047,"CHEK1"
-4.36589250186307,2.37524651408568,-14.9199494547858,7.62930692511247e-13,6.16445101989213e-10,19.535449894006,"FAM180B"
2.11127806559515,1.90402218677312,14.9045861078201,7.78607890903817e-13,6.16445101989213e-10,19.5157314626863,"PRR11"
2.72046295260304,3.25147916900529,14.6614209658276,1.07684001918274e-12,7.98690692053508e-10,19.2010450636258,"KYNU"
1.63640590621789,10.4061546065041,14.6452390624789,1.10050388157562e-12,7.98690692053508e-10,19.1799292372304,"PFN1"
2.87453743624728,2.42693815171784,14.6010227220037,1.16796817838319e-12,8.00782516691834e-10,19.1221191580976,"MELK"
2.29871060710378,2.49722414496362,14.5838402278211,1.19533502319369e-12,8.00782516691834e-10,19.0996097761801,"RAD51"
1.82959322891418,9.53894811002601,14.5391678639973,1.26965763328492e-12,8.19070246539139e-10,19.0409716147851,"TUBA1B"
2.85301104698228,1.9495162896148,14.5019875094042,1.33518268948347e-12,8.30579003050822e-10,18.9920389179014,"DLGAP5"
-2.23649324012549,1.46458177809281,-14.4337268787296,1.46481745431757e-12,8.79799669631156e-10,18.9018958784504,"TACR1"
2.78233453915091,6.19384018627488,14.3426445841149,1.65853538662021e-12,9.59686102854332e-10,18.7809946494838,"EMILIN1"
2.90294140694402,4.10928079264395,14.3211545216195,1.70801866967989e-12,9.59686102854332e-10,18.7523650605027,"CCNB1"
-4.24742377022094,2.59510842932807,-14.2838997853743,1.79747944237332e-12,9.78390528976825e-10,18.7026388581008,"CYP4F12"
-2.92109763948388,6.17541293254166,-14.2380325976148,1.91436955931403e-12,1.01043906012521e-09,18.6412518797015,"NDRG2"
1.75453055632259,2.15551197419926,14.1696688245886,2.10349609231489e-12,1.03338563505255e-09,18.5494163260461,"POC1A"
-1.95998914305215,5.28403450175468,-14.1613143150887,2.12790845380257e-12,1.03338563505255e-09,18.5381654007457,"FBLN5"
1.88861292936986,5.92086030375852,14.1399869000873,2.19157608517935e-12,1.03338563505255e-09,18.5094162620367,"PDIA4"
2.52198250352026,2.42034116626364,14.1388061510918,2.19515837047561e-12,1.03338563505255e-09,18.5078234584645,"CDCA5"
3.88859656769151,2.18610295008678,14.072196176387,2.4074562532335e-12,1.10350192154792e-09,18.4177694736908,"ERFE"
2.98680033298309,3.14503258764844,13.9877002818482,2.70793933293648e-12,1.17482037709732e-09,18.3029701484144,"RUNX2"
1.74345623066904,8.83073463825341,13.9624531773754,2.80511185596359e-12,1.17482037709732e-09,18.2685453531218,"CALR"
2.37844784922857,2.01684122675527,13.9576348747497,2.8240658537219e-12,1.17482037709732e-09,18.2619690671226,"SPC25"
6.92070194029696,3.64674914623101,13.9554150822901,2.83284279699664e-12,1.17482037709732e-09,18.2589386741739,"MMP13"
2.59045012124408,2.16332842162685,13.9093015894169,3.02174417023616e-12,1.22401720830636e-09,18.1958862871592,"MKI67"
2.30760082440459,1.66656119137843,13.7531418470641,3.76493767333762e-12,1.49040191804988e-09,17.9809430879085,"KIF4A"
4.12653357779268,5.92250982057083,13.7023038979006,4.04609822289102e-12,1.54664941670371e-09,17.9104909434554,"SLC16A3"
3.12458627319304,3.50601963831301,13.6956269334338,4.08461781882941e-12,1.54664941670371e-09,17.9012203574152,"CDC20"
2.92959155308646,3.25920976687078,13.677467963323,4.19132113556639e-12,1.54711073559521e-09,17.8759870251269,"TPX2"
1.82071649578802,3.88611248027685,13.6481736453759,4.36961662923535e-12,1.54711073559521e-09,17.8352165372026,"FEN1"
-2.0654372598303,2.18440287701642,-13.6382190393,4.43198691357819e-12,1.54711073559521e-09,17.8213442364527,"FAAH"
