,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CDH1,116.45752980833355,-4.022228768938606,0.6890393998982446,-5.8374437942628505,5.300776756568069e-09,1.3650847803270379e-06
LANCL3,15.49105581297865,2.1412967593044807,0.367774240186574,5.822313053296469,5.803870446429081e-09,1.4697334593840575e-06
KCTD12,719.0337251377229,1.2753168420151255,0.21943402902378625,5.811846265088098,6.178757096353536e-09,1.5390169724917316e-06
B4GALNT3,30.27702089647191,-3.5174873937573117,0.6064345943655556,-5.800274961947485,6.620626869616268e-09,1.6224807202733802e-06
TYMP,554.5443632792746,-1.1267612576616612,0.19444871930018404,-5.794644787154403,6.846593547474657e-09,1.651224481909999e-06
COL18A1,1968.0712034387568,1.3069295967874437,0.22568686161244914,5.790898005537032,7.001108448483245e-09,1.6621069025977255e-06
LOXL3,67.57540116403759,0.9604149766268211,0.16660549605655672,5.764605606412852,8.184901411696159e-09,1.9132521853740223e-06
HEPH,269.01436966168563,1.089078556153947,0.1897839121151288,5.738518845018214,9.550813757011845e-09,2.1987130943036055e-06
PLEKHA6,20.9640606066945,1.5319740808989821,0.2671072058933227,5.735427749975498,9.726654952997383e-09,2.205773065012571e-06
RBP7,164.16257833807634,1.4853856092493278,0.2597713747152937,5.718049615271477,1.0775368354250674e-08,2.4076609819777166e-06
S100A12,7.449701202760559,6.159935602405929,1.077783892099963,5.715371743405684,1.0946445714572753e-08,2.410439075177078e-06
TUBA1C,386.56901979473645,-1.6253884764987592,0.2846976694435979,-5.709173804180959,1.1352591366319569e-08,2.457037868334583e-06
CST11,22.724165313512387,-3.203718684845878,0.561341743023106,-5.70725182059729,1.1481485366049455e-08,2.457037868334583e-06
INAFM1,949.4937508148379,-1.5138452210078985,0.26549589257070094,-5.701953451520027,1.1844217563303958e-08,2.4994589119005604e-06
HRC,27.03371923319952,1.9877488476991143,0.3500898514950539,5.677824819001351,1.3641831468421985e-08,2.839369689468543e-06
ELMOD1,22.04253741175637,1.6937331497450099,0.2985808197073529,5.672612029818538,1.406364898705885e-08,2.8491077694582957e-06
ADGRF1,25.684515050305453,-4.32047355374842,0.7614553231014236,-5.673968547689759,1.3952676028757062e-08,2.8491077694582957e-06
FAM53B,386.91823283394683,1.23016560992833,0.21738230471481185,5.658996078554823,1.5226103401107757e-08,3.043334193922379e-06
TCF23,34.8268153184993,2.1493991673721573,0.38000963655002995,5.656170161593203,1.5478801204514476e-08,3.043334193922379e-06
FRMD6,577.8559653407816,1.1367450345778567,0.20109689468559552,5.65272296399752,1.5792573787014946e-08,3.043334193922379e-06
PHYHIPL,42.707420216710574,-2.7231718229897863,0.48177386093174,-5.652385992306083,1.5823575182300115e-08,3.043334193922379e-06
ITGAX,20.226741205142876,3.194666226543797,0.5658917960013722,5.645365861667397,1.6483034420060848e-08,3.1305403122300567e-06
HIVEP3,91.28201693623413,1.0474562184384653,0.18619182475874574,5.625683188806412,1.84775197178787e-08,3.4322085840352164e-06
HNRNPDL,3524.923020111659,-0.5750793852856371,0.10224105729104864,-5.624740202446891,1.857873693255762e-08,3.4322085840352164e-06
THBS2,533.9664734490043,-1.7939865057353646,0.3190350367949119,-5.623164539412668,1.874906624160346e-08,3.4322085840352164e-06
GLIPR1,1079.5531825837736,-1.165777928415767,0.207910611386031,-5.607111251533229,2.0573142850993737e-08,3.721289672357129e-06
